tid,attribute,correct_val
8225,Address,2720 3rd Av
8225,Type,Auto Fire Alarm
8225,Datetime,04/24/2019 12:03:00 AM
8225,Latitude,47.617238
8225,Longitude,-122.349079
8225,Incident Number,F190040685
8226,Address,1732 16th Av
8226,Type,Medic Response
8226,Datetime,04/24/2019 12:02:00 AM
8226,Latitude,47.616815
8226,Longitude,-122.311453
8226,Incident Number,F190040684
8227,Address,4337 2nd Av Ne
8227,Type,Aid Response Yellow
8227,Datetime,04/23/2019 11:54:00 PM
8227,Latitude,47.659427
8227,Longitude,-122.327278
8227,Incident Number,F190040682
8228,Address,9726 45th Av Ne
8228,Type,Medic Response
8228,Datetime,04/23/2019 11:39:00 PM
8228,Latitude,47.699496999999994
8228,Longitude,-122.28003500000001
8228,Incident Number,F190040681
8229,Address,115 Blanchard St
8229,Type,Aid Response
8229,Datetime,04/23/2019 11:32:00 PM
8229,Latitude,47.612708000000005
8229,Longitude,-122.34508100000001
8229,Incident Number,F190040679
8230,Address,M L KING JR WAY S / S ELMGROVE ST
8230,Type,Brush Fire
8230,Datetime,04/23/2019 11:29:00 PM
8230,Latitude,47.529917
8230,Longitude,-122.28076000000001
8230,Incident Number,F190040677
8231,Address,1511 7th Av
8231,Type,Aid Response
8231,Datetime,04/23/2019 11:14:00 PM
8231,Latitude,47.611707
8231,Longitude,-122.33344699999999
8231,Incident Number,F190040675
8232,Address,4550 16th Av Ne
8232,Type,Aid Response
8232,Datetime,04/23/2019 11:11:00 PM
8232,Latitude,47.661708000000004
8232,Longitude,-122.310852
8232,Incident Number,F190040674
8233,Address,13520 Linden Av N
8233,Type,Aid Response
8233,Datetime,04/23/2019 11:05:00 PM
8233,Latitude,47.726948
8233,Longitude,-122.347715
8233,Incident Number,F190040672
8234,Address,10013 39th Av Sw
8234,Type,Medic Response
8234,Datetime,04/23/2019 11:00:00 PM
8234,Latitude,47.513639000000005
8234,Longitude,-122.381846
8234,Incident Number,F190040671
8235,Address,3830 59th Av Sw
8235,Type,Automatic Fire Alarm False
8235,Datetime,04/23/2019 10:54:00 PM
8235,Latitude,47.569841
8235,Longitude,-122.408479
8235,Incident Number,F190040669
8236,Address,111 Cedar St
8236,Type,Aid Response
8236,Datetime,04/23/2019 10:54:00 PM
8236,Latitude,47.615877000000005
8236,Longitude,-122.35051999999999
8236,Incident Number,F190040670
8237,Address,300 8TH AV N
8237,Type,1RED 1 Unit
8237,Datetime,04/23/2019 10:47:00 PM
8237,Latitude,47.620884000000004
8237,Longitude,-122.341076
8237,Incident Number,F190040668
8238,Address,5th Av N / Broad St
8238,Type,Aid Response
8238,Datetime,04/23/2019 10:44:00 PM
8238,Latitude,47.620908
8238,Longitude,-122.347601
8238,Incident Number,F190040667
8239,Address,4264 West Marginal Way Sw
8239,Type,Trans to AMR
8239,Datetime,04/23/2019 10:39:00 PM
8239,Latitude,47.564082
8239,Longitude,-122.35261000000001
8239,Incident Number,F190040666
8240,Address,13th Av S / S Dearborn St
8240,Type,1RED 1 Unit
8240,Datetime,04/23/2019 10:25:00 PM
8240,Latitude,47.59582
8240,Longitude,-122.315923
8240,Incident Number,F190040662
8241,Address,511 S Dearborn St
8241,Type,Aid Response
8241,Datetime,04/23/2019 10:25:00 PM
8241,Latitude,47.595814000000004
8241,Longitude,-122.32753500000001
8241,Incident Number,F190040663
8242,Address,11810 9th Av Nw
8242,Type,Aid Response
8242,Datetime,04/23/2019 10:24:00 PM
8242,Latitude,47.714856
8242,Longitude,-122.36806399999999
8242,Incident Number,F190040661
8243,Address,908 Jefferson St
8243,Type,Aid Response
8243,Datetime,04/23/2019 10:15:00 PM
8243,Latitude,47.604879
8243,Longitude,-122.32400700000001
8243,Incident Number,F190040658
8244,Address,548 15th Av
8244,Type,Aid Response
8244,Datetime,04/23/2019 10:09:00 PM
8244,Latitude,47.606628
8244,Longitude,-122.31285700000001
8244,Incident Number,F190040657
8245,Address,1923 3rd Av
8245,Type,Aid Response
8245,Datetime,04/23/2019 09:56:00 PM
8245,Latitude,47.611802000000004
8245,Longitude,-122.33988400000001
8245,Incident Number,F190040655
8246,Address,4800 Sand Point Way Ne
8246,Type,Aid Response
8246,Datetime,04/23/2019 09:55:00 PM
8246,Latitude,47.664275
8246,Longitude,-122.283475
8246,Incident Number,F190040654
8247,Address,150 Denny Way
8247,Type,Aid Response
8247,Datetime,04/23/2019 09:50:00 PM
8247,Latitude,47.618596999999994
8247,Longitude,-122.354147
8247,Incident Number,F190040653
8248,Address,2616 W Bertona St
8248,Type,Aid Response
8248,Datetime,04/23/2019 09:50:00 PM
8248,Latitude,47.650316
8248,Longitude,-122.390091
8248,Incident Number,F190040652
8249,Address,301 Pike St
8249,Type,Aid Response
8249,Datetime,04/23/2019 09:41:00 PM
8249,Latitude,47.609755
8249,Longitude,-122.337782
8249,Incident Number,F190040651
8250,Address,2nd Av S / S Main St
8250,Type,Medic Response
8250,Datetime,04/23/2019 09:30:00 PM
8250,Latitude,47.600041
8250,Longitude,-122.33157299999999
8250,Incident Number,F190040649
8251,Address,Interlake Av N / N 44th St
8251,Type,Aid Response
8251,Datetime,04/23/2019 09:22:00 PM
8251,Latitude,47.65996
8251,Longitude,-122.340681
8251,Incident Number,F190040645
8252,Address,1900 1st Av S
8252,Type,Trans to AMR
8252,Datetime,04/23/2019 09:14:00 PM
8252,Latitude,47.586104
8252,Longitude,-122.334198
8252,Incident Number,F190040643
8253,Address,11501 15th Av Ne
8253,Type,Aid Response Yellow
8253,Datetime,04/23/2019 09:13:00 PM
8253,Latitude,47.712167
8253,Longitude,-122.31243300000001
8253,Incident Number,F190040642
8254,Address,1925 1st Av
8254,Type,Medic Response
8254,Datetime,04/23/2019 09:11:00 PM
8254,Latitude,47.610479999999995
8254,Longitude,-122.341617
8254,Incident Number,F190040640
8255,Address,922 N 79th St
8255,Type,Trans to AMR
8255,Datetime,04/23/2019 09:09:00 PM
8255,Latitude,47.686221999999994
8255,Longitude,-122.34691299999999
8255,Incident Number,F190040639
8256,Address,1202 S Donovan St
8256,Type,Medic Response
8256,Datetime,04/23/2019 09:03:00 PM
8256,Latitude,47.5256
8256,Longitude,-122.31756899999999
8256,Incident Number,F190040638
8257,Address,7711 13th Av Sw
8257,Type,Aid Response
8257,Datetime,04/23/2019 08:53:00 PM
8257,Latitude,47.534133000000004
8257,Longitude,-122.351677
8257,Incident Number,F190040635
8258,Address,6049 Ne Keswick Dr
8258,Type,Automatic Fire Alarm Resd
8258,Datetime,04/23/2019 08:47:00 PM
8258,Latitude,47.667845
8258,Longitude,-122.262724
8258,Incident Number,F190040634
8259,Address,710 Cherry St
8259,Type,Medic Response
8259,Datetime,04/23/2019 08:45:00 PM
8259,Latitude,47.605387
8259,Longitude,-122.32751100000002
8259,Incident Number,F190040633
8260,Address,Occidental Av S / S Forest St
8260,Type,Aid Response
8260,Datetime,04/23/2019 08:39:00 PM
8260,Latitude,47.577727
8260,Longitude,-122.333271
8260,Incident Number,F190040630
8261,Address,9000 Rainier Av S
8261,Type,Aid Response
8261,Datetime,04/23/2019 08:32:00 PM
8261,Latitude,47.523307
8261,Longitude,-122.26998600000002
8261,Incident Number,F190040629
8262,Address,2119 2nd Av
8262,Type,Aid Response
8262,Datetime,04/23/2019 08:21:00 PM
8262,Latitude,47.612643
8262,Longitude,-122.34329199999999
8262,Incident Number,F190040627
8263,Address,516 3rd Av
8263,Type,Rescue Elevator
8263,Datetime,04/23/2019 08:17:00 PM
8263,Latitude,47.602165
8263,Longitude,-122.33085600000001
8263,Incident Number,F190040626
8264,Address,1901 1st Av W
8264,Type,Aid Response
8264,Datetime,04/23/2019 08:10:00 PM
8264,Latitude,47.635676000000004
8264,Longitude,-122.358299
8264,Incident Number,F190040623
8265,Address,EAST GREEN LAKE DR N / NE 71ST ST
8265,Type,Aid Response
8265,Datetime,04/23/2019 08:07:00 PM
8265,Latitude,47.679817
8265,Longitude,-122.325713
8265,Incident Number,F190040621
8266,Address,Occidental Av S / S Forest St
8266,Type,1RED 1 Unit
8266,Datetime,04/23/2019 08:03:00 PM
8266,Latitude,47.577727
8266,Longitude,-122.333271
8266,Incident Number,F190040619
8267,Address,115 BELLEVUE AV E
8267,Type,Scenes Of Violence 7
8267,Datetime,04/23/2019 08:02:00 PM
8267,Latitude,47.618943
8267,Longitude,-122.32671299999998
8267,Incident Number,F190040618
8268,Address,2nd Av Et S / Yesler Way
8268,Type,MVI - Motor Vehicle Incident
8268,Datetime,04/23/2019 07:59:00 PM
8268,Latitude,47.601719
8268,Longitude,-122.331984
8268,Incident Number,F190040616
8269,Address,630 Elliott Av W
8269,Type,Aid Response
8269,Datetime,04/23/2019 07:53:00 PM
8269,Latitude,47.625099
8269,Longitude,-122.366359
8269,Incident Number,F190040614
8270,Address,908 Jefferson St
8270,Type,Auto Fire Alarm
8270,Datetime,04/23/2019 07:49:00 PM
8270,Latitude,47.604879
8270,Longitude,-122.32400700000001
8270,Incident Number,F190040612
8271,Address,801 9th Av
8271,Type,Aid Response
8271,Datetime,04/23/2019 07:48:00 PM
8271,Latitude,47.606982
8271,Longitude,-122.32605600000001
8271,Incident Number,F190040611
8272,Address,1942 Westlake Av
8272,Type,AFA4 - Auto Alarm 2 + 1 + 1
8272,Datetime,04/23/2019 07:32:00 PM
8272,Latitude,47.614090000000004
8272,Longitude,-122.33759199999999
8272,Incident Number,F190040609
8273,Address,1925 1st Av
8273,Type,Medic Response
8273,Datetime,04/23/2019 07:30:00 PM
8273,Latitude,47.610479999999995
8273,Longitude,-122.341617
8273,Incident Number,F190040608
8274,Address,3015 28th Av W
8274,Type,Aid Response
8274,Datetime,04/23/2019 07:27:00 PM
8274,Latitude,47.646962
8274,Longitude,-122.39290700000001
8274,Incident Number,F190040606
8275,Address,University St / Alaskan Way
8275,Type,Aid Response
8275,Datetime,04/23/2019 07:25:00 PM
8275,Latitude,47.605911
8275,Longitude,-122.34041299999998
8275,Incident Number,F190040605
8276,Address,1531 Sunset Av Sw
8276,Type,Automatic Medical Alarm
8276,Datetime,04/23/2019 07:15:00 PM
8276,Latitude,47.590278000000005
8276,Longitude,-122.39029
8276,Incident Number,F190040604
8277,Address,11273 59th Av S
8277,Type,Aid Response
8277,Datetime,04/23/2019 07:12:00 PM
8277,Latitude,47.499814
8277,Longitude,-122.259557
8277,Incident Number,F190040603
8278,Address,3010 Ne 127th St
8278,Type,Aid Response
8278,Datetime,04/23/2019 07:07:00 PM
8278,Latitude,47.721092
8278,Longitude,-122.29611399999999
8278,Incident Number,F190040601
8279,Address,1737 Nw 62nd St
8279,Type,Medic Response- 7 per Rule
8279,Datetime,04/23/2019 06:57:00 PM
8279,Latitude,47.673823
8279,Longitude,-122.379274
8279,Incident Number,F190040599
8280,Address,318 2nd Av Et S
8280,Type,Medic Response
8280,Datetime,04/23/2019 06:57:00 PM
8280,Latitude,47.600194
8280,Longitude,-122.330541
8280,Incident Number,F190040600
8281,Address,12740 30th Av Ne
8281,Type,Aid Response
8281,Datetime,04/23/2019 06:54:00 PM
8281,Latitude,47.721329
8281,Longitude,-122.29633899999999
8281,Incident Number,F190040598
8282,Address,1535 11th Av
8282,Type,AFA4 - Auto Alarm 2 + 1 + 1
8282,Datetime,04/23/2019 06:46:00 PM
8282,Latitude,47.614496
8282,Longitude,-122.318147
8282,Incident Number,F190040597
8283,Address,Stone Av N / West Green Lake Dr N
8283,Type,Medic Response
8283,Datetime,04/23/2019 06:41:00 PM
8283,Latitude,47.682161
8283,Longitude,-122.34163400000001
8283,Incident Number,F190040595
8284,Address,Aurora Av N / Green Lake Dr N
8284,Type,Medic Response
8284,Datetime,04/23/2019 06:28:00 PM
8284,Latitude,47.689113
8284,Longitude,-122.34451399999999
8284,Incident Number,F190040593
8285,Address,S Albro Pl / Swift Av S
8285,Type,Aid Response
8285,Datetime,04/23/2019 06:21:00 PM
8285,Latitude,47.548885999999996
8285,Longitude,-122.311131
8285,Incident Number,F190040591
8286,Address,3925 Adams Ln Ne
8286,Type,Aid Response
8286,Datetime,04/23/2019 06:18:00 PM
8286,Latitude,47.654694
8286,Longitude,-122.316801
8286,Incident Number,F190040590
8287,Address,Nb I5 To Lake City
8287,Type,MVI Freeway
8287,Datetime,04/23/2019 06:15:00 PM
8287,Latitude,47.677690000000005
8287,Longitude,-122.32038700000001
8287,Incident Number,F190040589
8288,Address,328 Ne Northgate Way
8288,Type,Aid Response
8288,Datetime,04/23/2019 06:04:00 PM
8288,Latitude,47.708609
8288,Longitude,-122.325576
8288,Incident Number,F190040587
8289,Address,328 Ne Northgate Way
8289,Type,Aid Response
8289,Datetime,04/23/2019 06:04:00 PM
8289,Latitude,47.708609
8289,Longitude,-122.325576
8289,Incident Number,F190040586
8290,Address,3060 S Oregon St
8290,Type,Aid Response
8290,Datetime,04/23/2019 06:03:00 PM
8290,Latitude,47.563027000000005
8290,Longitude,-122.293683
8290,Incident Number,F190040585
8291,Address,1525 10th Av
8291,Type,Auto Fire Alarm
8291,Datetime,04/23/2019 05:56:00 PM
8291,Latitude,47.614369
8291,Longitude,-122.319451
8291,Incident Number,F190040584
8292,Address,705 2nd Av
8292,Type,Rescue Elevator
8292,Datetime,04/23/2019 05:52:00 PM
8292,Latitude,47.603048
8292,Longitude,-122.333199
8292,Incident Number,F190040582
8293,Address,5214 25th Av S
8293,Type,Aid Response
8293,Datetime,04/23/2019 05:52:00 PM
8293,Latitude,47.555747
8293,Longitude,-122.300393
8293,Incident Number,F190040583
8294,Address,7338 24th Av Ne
8294,Type,Aid Response
8294,Datetime,04/23/2019 05:50:00 PM
8294,Latitude,47.681568
8294,Longitude,-122.301796
8294,Incident Number,F190040581
8295,Address,2101 E Yesler Way
8295,Type,Trans to AMR
8295,Datetime,04/23/2019 05:36:00 PM
8295,Latitude,47.601672
8295,Longitude,-122.305031
8295,Incident Number,F190040580
8296,Address,5212 Sw Stevens St
8296,Type,Aid Response
8296,Datetime,04/23/2019 05:29:00 PM
8296,Latitude,47.57757
8296,Longitude,-122.398453
8296,Incident Number,F190040578
8297,Address,318 2nd Av Et S
8297,Type,Aid Response
8297,Datetime,04/23/2019 05:26:00 PM
8297,Latitude,47.600194
8297,Longitude,-122.330541
8297,Incident Number,F190040577
8298,Address,Westlake Av / 6th Av
8298,Type,Aid Response
8298,Datetime,04/23/2019 05:24:00 PM
8298,Latitude,47.613946999999996
8298,Longitude,-122.33756299999999
8298,Incident Number,F190040576
8299,Address,313 Ne 89th St
8299,Type,Automatic Medical Alarm
8299,Datetime,04/23/2019 05:16:00 PM
8299,Latitude,47.693152000000005
8299,Longitude,-122.325542
8299,Incident Number,F190040573
8300,Address,1020 Ne 125th St
8300,Type,Medic Response
8300,Datetime,04/23/2019 05:14:00 PM
8300,Latitude,47.71954
8300,Longitude,-122.317521
8300,Incident Number,F190040572
8301,Address,111 Queen Anne Av N
8301,Type,Auto Fire Alarm
8301,Datetime,04/23/2019 05:08:00 PM
8301,Latitude,47.618726
8301,Longitude,-122.356755
8301,Incident Number,F190040570
8302,Address,1000 8th Av
8302,Type,Medic Response
8302,Datetime,04/23/2019 04:56:00 PM
8302,Latitude,47.607945
8302,Longitude,-122.328471
8302,Incident Number,F190040566
8303,Address,3225 30th Av Sw
8303,Type,1RED 1 Unit
8303,Datetime,04/23/2019 04:54:00 PM
8303,Latitude,47.574605
8303,Longitude,-122.37154299999999
8303,Incident Number,F190040564
8304,Address,3rd Av / Virginia St
8304,Type,Aid Response
8304,Datetime,04/23/2019 04:53:00 PM
8304,Latitude,47.612398
8304,Longitude,-122.340892
8304,Incident Number,F190040563
8305,Address,1520 31st Av S
8305,Type,Aid Response
8305,Datetime,04/23/2019 04:52:00 PM
8305,Latitude,47.589296000000004
8305,Longitude,-122.29253100000001
8305,Incident Number,F190040561
8306,Address,Ne 75th St / 19th Av Ne
8306,Type,Aid Response
8306,Datetime,04/23/2019 04:52:00 PM
8306,Latitude,47.683046999999995
8306,Longitude,-122.30779199999999
8306,Incident Number,F190040562
8307,Address,Ne 75th St / 19th Av Ne
8307,Type,MVI - Motor Vehicle Incident
8307,Datetime,04/23/2019 04:52:00 PM
8307,Latitude,47.683046999999995
8307,Longitude,-122.30779199999999
8307,Incident Number,F190040559
8308,Address,5000 University Way Ne
8308,Type,Rescue Elevator
8308,Datetime,04/23/2019 04:45:00 PM
8308,Latitude,47.664901
8308,Longitude,-122.313074
8308,Incident Number,F190040557
8309,Address,5812 East Green Lake Way N
8309,Type,Automatic Fire Alarm Resd
8309,Datetime,04/23/2019 04:45:00 PM
8309,Latitude,47.672273
8309,Longitude,-122.33756899999999
8309,Incident Number,F190040556
8310,Address,32nd Av W / W Mcgraw St
8310,Type,Aid Response
8310,Datetime,04/23/2019 01:58:58 PM
8310,Latitude,47.639557
8310,Longitude,-122.39833700000001
8310,Incident Number,F190040486
8311,Address,Sb I5 At Mercer
8311,Type,MVI Freeway
8311,Datetime,04/23/2019 01:42:32 PM
8311,Latitude,47.622727000000005
8311,Longitude,-122.328659
8311,Incident Number,F190040482
8312,Address,117 S Washington St
8312,Type,Aid Response
8312,Datetime,04/23/2019 01:36:43 PM
8312,Latitude,47.600882
8312,Longitude,-122.333504
8312,Incident Number,F190040481
8313,Address,1701 Broadway
8313,Type,Aid Response
8313,Datetime,04/23/2019 01:32:39 PM
8313,Latitude,47.616403000000005
8313,Longitude,-122.32081699999999
8313,Incident Number,F190040479
8314,Address,204 3rd Av S
8314,Type,Medic Response
8314,Datetime,04/23/2019 01:26:58 PM
8314,Latitude,47.600843
8314,Longitude,-122.330271
8314,Incident Number,F190040477
8315,Address,11616 53rd Av S
8315,Type,Aid Response
8315,Datetime,04/23/2019 01:24:13 PM
8315,Latitude,47.497934
8315,Longitude,-122.267751
8315,Incident Number,F190040476
8316,Address,1959 Ne Pacific St
8316,Type,Auto Fire Alarm
8316,Datetime,04/23/2019 01:22:16 PM
8316,Latitude,47.650743
8316,Longitude,-122.30801399999999
8316,Incident Number,F190040474
8317,Address,3835 35th Av W
8317,Type,Aid Response
8317,Datetime,04/23/2019 01:16:56 PM
8317,Latitude,47.654364
8317,Longitude,-122.402275
8317,Incident Number,F190040471
8318,Address,421 Smith St
8318,Type,Aid Response Yellow
8318,Datetime,04/23/2019 01:15:10 PM
8318,Latitude,47.641501
8318,Longitude,-122.34913600000002
8318,Incident Number,F190040468
8319,Address,11616 Aurora Av N
8319,Type,Rescue Extrication
8319,Datetime,04/23/2019 01:14:42 PM
8319,Latitude,47.713747
8319,Longitude,-122.34483700000001
8319,Incident Number,F190040467
8320,Address,1201 3rd Av
8320,Type,"Medic Response, 7 per Rule"
8320,Datetime,04/23/2019 01:11:05 PM
8320,Latitude,47.60705
8320,Longitude,-122.335324
8320,Incident Number,F190040466
8321,Address,1700 Airport Way S
8321,Type,Aid Response
8321,Datetime,04/23/2019 01:10:31 PM
8321,Latitude,47.588225
8321,Longitude,-122.32139099999999
8321,Incident Number,F190040465
8322,Address,1600 11th Av
8322,Type,Medic Response
8322,Datetime,04/23/2019 01:09:50 PM
8322,Latitude,47.615254
8322,Longitude,-122.31815900000001
8322,Incident Number,F190040464
8323,Address,13737 30th Av Ne
8323,Type,"Medic Response, 7 per Rule"
8323,Datetime,04/23/2019 01:09:01 PM
8323,Latitude,47.72818
8323,Longitude,-122.29643100000001
8323,Incident Number,F190040463
8324,Address,922 N 79th St
8324,Type,Trans to AMR
8324,Datetime,04/23/2019 01:06:47 PM
8324,Latitude,47.686221999999994
8324,Longitude,-122.34691299999999
8324,Incident Number,F190040462
8325,Address,400 23rd Av
8325,Type,Aid Response
8325,Datetime,04/23/2019 01:02:02 PM
8325,Latitude,47.605146999999995
8325,Longitude,-122.30278999999999
8325,Incident Number,F190040461
8326,Address,14th Av S / Golf Dr S
8326,Type,MVI - Motor Vehicle Incident
8326,Datetime,04/23/2019 12:59:08 PM
8326,Latitude,47.592905
8326,Longitude,-122.314872
8326,Incident Number,F190040460
8327,Address,1520 3rd Av
8327,Type,Aid Response
8327,Datetime,04/23/2019 12:58:12 PM
8327,Latitude,47.609943
8327,Longitude,-122.337969
8327,Incident Number,F190040459
8328,Address,5TH AV / UNION ST
8328,Type,Aid Response
8328,Datetime,04/23/2019 12:53:00 PM
8328,Latitude,47.609685
8328,Longitude,-122.334666
8328,Incident Number,F190040457
8329,Address,5342 S Avon St
8329,Type,Aid Response
8329,Datetime,04/23/2019 12:38:28 PM
8329,Latitude,47.501406
8329,Longitude,-122.266825
8329,Incident Number,F190040452
8330,Address,517 3rd Av
8330,Type,Aid Response
8330,Datetime,04/23/2019 12:35:32 PM
8330,Latitude,47.602171999999996
8330,Longitude,-122.330863
8330,Incident Number,F190040451
8331,Address,3223 1st Av S
8331,Type,AFA4 - Auto Alarm 2 + 1 + 1
8331,Datetime,04/23/2019 12:35:31 PM
8331,Latitude,47.575297
8331,Longitude,-122.334203
8331,Incident Number,F190040450
8332,Address,810 Virginia St
8332,Type,Aid Response
8332,Datetime,04/23/2019 12:27:18 PM
8332,Latitude,47.615789
8332,Longitude,-122.33650700000001
8332,Incident Number,F190040447
8333,Address,4831 35th Av Sw
8333,Type,Aid Response
8333,Datetime,04/23/2019 12:25:43 PM
8333,Latitude,47.558988
8333,Longitude,-122.37623400000001
8333,Incident Number,F190040446
8334,Address,516 3rd Av
8334,Type,Aid Response
8334,Datetime,04/23/2019 12:22:08 PM
8334,Latitude,47.602165
8334,Longitude,-122.33085600000001
8334,Incident Number,F190040444
8335,Address,2505 2nd Av
8335,Type,Aid Response
8335,Datetime,04/23/2019 12:21:55 PM
8335,Latitude,47.615384000000006
8335,Longitude,-122.347925
8335,Incident Number,F190040445
8336,Address,1208 Ne 64th St
8336,Type,Auto Fire Alarm
8336,Datetime,04/23/2019 12:18:38 PM
8336,Latitude,47.67498
8336,Longitude,-122.315551
8336,Incident Number,F190040442
8337,Address,1705 Ne Pacific St
8337,Type,Aid Response
8337,Datetime,04/23/2019 12:08:38 PM
8337,Latitude,47.65204
8337,Longitude,-122.310573
8337,Incident Number,F190040441
8338,Address,2300 Eastlake Av E
8338,Type,Medic Response
8338,Datetime,04/23/2019 12:07:46 PM
8338,Latitude,47.639727
8338,Longitude,-122.325891
8338,Incident Number,F190040439
8339,Address,4915 25th Av Ne
8339,Type,Trans to AMR
8339,Datetime,04/23/2019 12:07:32 PM
8339,Latitude,47.664451
8339,Longitude,-122.300909
8339,Incident Number,F190040440
8340,Address,1431 Minor Av
8340,Type,Medic Response
8340,Datetime,04/23/2019 12:05:13 PM
8340,Latitude,47.613246999999994
8340,Longitude,-122.32718700000001
8340,Incident Number,F190040437
8341,Address,5108 S Dawson St
8341,Type,Aid Response
8341,Datetime,04/23/2019 12:02:20 PM
8341,Latitude,47.55485
8341,Longitude,-122.269706
8341,Incident Number,F190040436
8342,Address,116 Fairview Av N
8342,Type,Aid Response
8342,Datetime,04/23/2019 11:55:00 AM
8342,Latitude,47.618693
8342,Longitude,-122.33425600000001
8342,Incident Number,F190040435
8343,Address,7000 Highland Park Way Sw
8343,Type,Auto Fire Alarm
8343,Datetime,04/23/2019 11:54:50 AM
8343,Latitude,47.539639
8343,Longitude,-122.34545
8343,Incident Number,F190040434
8344,Address,1101 Madison St
8344,Type,Aid Response
8344,Datetime,04/23/2019 11:49:12 AM
8344,Latitude,47.609343
8344,Longitude,-122.325128
8344,Incident Number,F190040433
8345,Address,32nd Av W / W Mcgraw St
8345,Type,Aid Response
8345,Datetime,04/23/2019 11:44:15 AM
8345,Latitude,47.639557
8345,Longitude,-122.39833700000001
8345,Incident Number,F190040432
8346,Address,221 10th Av S
8346,Type,Aid Response
8346,Datetime,04/23/2019 11:41:37 AM
8346,Latitude,47.600694
8346,Longitude,-122.319323
8346,Incident Number,F190040431
8347,Address,1423 1st Av
8347,Type,Aid Response
8347,Datetime,04/23/2019 11:40:51 AM
8347,Latitude,47.608051
8347,Longitude,-122.33930900000001
8347,Incident Number,F190040430
8348,Address,1902 2nd Av
8348,Type,"Medic Response, 7 per Rule"
8348,Datetime,04/23/2019 11:38:31 AM
8348,Latitude,47.610972
8348,Longitude,-122.340465
8348,Incident Number,F190040428
8349,Address,2024 3rd Av
8349,Type,Trans to AMR
8349,Datetime,04/23/2019 11:35:53 AM
8349,Latitude,47.612578000000006
8349,Longitude,-122.341197
8349,Incident Number,F190040427
8350,Address,3501 Ne 98th St
8350,Type,Aid Response
8350,Datetime,04/23/2019 11:32:25 AM
8350,Latitude,47.700206
8350,Longitude,-122.290651
8350,Incident Number,F190040426
8351,Address,4740 32nd Av S
8351,Type,Aid Response
8351,Datetime,04/23/2019 11:27:26 AM
8351,Latitude,47.560175
8351,Longitude,-122.29149299999999
8351,Incident Number,F190040425
8352,Address,107 Pike St
8352,Type,Aid Response
8352,Datetime,04/23/2019 11:24:27 AM
8352,Latitude,47.608854
8352,Longitude,-122.33993400000001
8352,Incident Number,F190040424
8353,Address,7125 Fauntleroy Way Sw
8353,Type,Auto Fire Alarm
8353,Datetime,04/23/2019 11:22:57 AM
8353,Latitude,47.539419
8353,Longitude,-122.39081599999999
8353,Incident Number,F190040423
8354,Address,4 W Crockett St
8354,Type,Rescue Lock In/Out
8354,Datetime,04/23/2019 11:21:03 AM
8354,Latitude,47.637170000000005
8354,Longitude,-122.356982
8354,Incident Number,F190040421
8355,Address,9th Av / Stewart St
8355,Type,Aid Response
8355,Datetime,04/23/2019 11:12:49 AM
8355,Latitude,47.615615999999996
8355,Longitude,-122.33443600000001
8355,Incident Number,F190040419
8356,Address,5022 9th Av Ne
8356,Type,1RED 1 Unit
8356,Datetime,04/23/2019 11:08:15 AM
8356,Latitude,47.665096999999996
8356,Longitude,-122.318436
8356,Incident Number,F190040417
8357,Address,University St / Alaskan Way
8357,Type,Aid Response
8357,Datetime,04/23/2019 11:05:20 AM
8357,Latitude,47.605911
8357,Longitude,-122.34041299999998
8357,Incident Number,F190040415
8358,Address,859 Ne Northgate Way
8358,Type,Aid Response
8358,Datetime,04/23/2019 11:04:33 AM
8358,Latitude,47.708572
8358,Longitude,-122.319754
8358,Incident Number,F190040414
8359,Address,8601 26th Av Ne
8359,Type,Aid Response
8359,Datetime,04/23/2019 10:58:59 AM
8359,Latitude,47.690751
8359,Longitude,-122.300386
8359,Incident Number,F190040413
8360,Address,2001 6th Av
8360,Type,Aid Response
8360,Datetime,04/23/2019 10:41:30 AM
8360,Latitude,47.614391
8360,Longitude,-122.33831399999998
8360,Incident Number,F190040412
8361,Address,1410 14th Av
8361,Type,Aid Response
8361,Datetime,04/23/2019 10:40:10 AM
8361,Latitude,47.613231
8361,Longitude,-122.31418400000001
8361,Incident Number,F190040411
8362,Address,3387 46th Av Ne
8362,Type,Automatic Fire Alarm Resd
8362,Datetime,04/23/2019 10:31:26 AM
8362,Latitude,47.652873
8362,Longitude,-122.27776899999999
8362,Incident Number,F190040410
8363,Address,5326 S Leo St
8363,Type,Medic Response
8363,Datetime,04/23/2019 10:25:03 AM
8363,Latitude,47.502590000000005
8363,Longitude,-122.26718100000001
8363,Incident Number,F190040407
8364,Address,913 3rd Av W
8364,Type,Unk Odor
8364,Datetime,04/23/2019 10:24:15 AM
8364,Latitude,47.626853000000004
8364,Longitude,-122.360611
8364,Incident Number,F190040405
8365,Address,13716 Lake City Way Ne
8365,Type,Aid Response
8365,Datetime,04/23/2019 10:24:01 AM
8365,Latitude,47.72838
8365,Longitude,-122.292253
8365,Incident Number,F190040404
8366,Address,2329 42nd Av E
8366,Type,Automatic Fire Alarm Resd
8366,Datetime,04/23/2019 10:21:40 AM
8366,Latitude,47.639565999999995
8366,Longitude,-122.278423
8366,Incident Number,F190040403
8367,Address,112 26th Av
8367,Type,Trans to AMR
8367,Datetime,04/23/2019 10:20:35 AM
8367,Latitude,47.601890000000004
8367,Longitude,-122.29891599999999
